1,2,3,"Came in here only because I had a business call to take and needed some quiet space. Since the little one was with me, I went on ahead and ordered a kid's meal which consisted of a personal pan pizza and a drink. The cashier was nice. The place was clean. Ample seating downstairs and for the location being in Midtown it wasn't too crowded. Now I can imagine why lol.The pizza...well, I grew up eating Pizza Hut and was pretty disappointed. I thought it was pretty funny that I was longing for the 2 Bros dollar pizza in Chelsea. Eating this Pizza Hut pizza just made me hungrier. How is that even possible lol?!"
75,3,3,"This place is nothing more than average.  The prices are very high, but considering it's in a food court in Penn Station in the middle of NYC, I guess that's to be expected.  Personal pan pizzas were around $6 each, and they are the size of a frozen microwavable pizza.  I'm not sure how this setup works, but when I ordered our pizzas, the cashier walked over to KFC, went into the kitchen area, and walked back out with two boxes containing hot, personal pan pizzas.  The cashier seemed somewhat distant, and when we asked him for forks (the pizza was very soggy and not cut all the way through), he seemed to get annoyed.  The pizzas had an obscene amount of grease.  The selection here was minimal, almost zero.  All they really offer here are personal pan pizzas and some sort of sticks."
76,2,2,"DON'T EAT HERE!!!!  Never again.  I don't typically write reviews, but this experience was so horrifying I figured I had to share.I had been here a couple of times before and was willing to over look the grungy and greasy exterior, and the fact that the food was only ever luke warm at best.  Since it is in the middle of Penn Station and the cashier was always offering to pop my food back in the oven for a few minutes to reheat it, I believe my low expectations were in line with what one should expect.Not this time.  I ordered bread sticks and a personal pan pizza.  To my dismay, the bread sticks were over cooked but enjoyable enough.  However, when I pulled apart the slices of my pizza, I found not one, but multiple strands of hair threaded in the middle of the pizza throughout the cheese in each slice of the pizza.  It was as if someone had combed their hair with their hand and then stuck their hand in the cheese before they sprinkled it over my pizza.This is totally and inexplicably unacceptable, and downright disgusting.  I love Pizza Hut's pizza, but I will never, ever eat here again."
77,3,3,The service was friendly. The pizza cheese quality was OK. However the onion in the pizza was cut in big pieces and that wasn't really cool :-( In general it was a good experience for somebody who is eating pizza from time to time.
78,3,1,Me & My Friends came here one at this Pizza Hut I had the Pepperoni pizza it was ok...
79,2,2,"Save your money and go somewhere else. I used to come here to get taco bell a long time ago and it was okay. Today I went to pick up a large pizza for my grandmother. I even called twice to confirm the order. But when I get there, I get a medium pizza with skimpy amounts of ingredients. I explained that this was the wrong order and that I had spoken to someone on the phone and was told that the person wasn't even there. Apparently they don't even take orders at this location So I was stuck with this ""medium"" pizza for $14.14 what a waste of money"
80,1,1,This place generally I don't know about.But pizza hut has the best and my most favorite pizza in the world it is completely amazing.You have to go here.
81,1,1,"I don't know bout everybody else but I never had a problem with them always deliver on time food still hot, always get the 10$ dinner box. Great"
82,2,2,"My food was left on the concrete floor, in a clear garbage bag, on the corner. Not even in front of my door. When I called to find out where my pizza was, I was told it was ""left on the porch"" I don't have a porch... My pizza is currently sweating"
83,2,2,"I have travelled 30 minutes to this location twice. If I go here again, it will be an accident. I have no problem paying extra for extra cheese, but if there was any extra cheese, it was negligible at best. I got stuffed crust also. They didn't put the butter flavor on the crust. Again, I don't mind paying extra, if at least I am getting what I'm paying for."
84,2,2,Worst pizza hut I've ever ordered from. Which is unfortunate because i love the hut and hate other places such as dominos or cici's pizza. I live exactly a block and a half away so theres no reason my breadsticks should come so hard they're basically long croutons at this point. Marinara sauce felt like it just came out of the fridge. The pizza itself was so cold it wasn't worth eating. I give places second chances and i did the same with this place. Same situation different days. I will never be ordering from them again. Don't waste your money there are plenty of local pizza shops willing to deliver pizza thats hot and ready to be eaten at a better price.
85,2,2,"Horrible. I ordered Pizza at 4pm time now is 6:26 pm and still haven't received the right pizza. I called and ask what's taking so long the manager stated the driver was in an accident sorry for the delay..... the driver gets here I asked him was he ok from the accident he said ""What Accident"" which mean the manager lied. Currently waiting for my pizz"
